JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
690976,DEPT OF ENVIRONMENT PROTECTION,External,1,ENVIRONMENTAL ENGINEERING INTE,"Green Jobs Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,59-17 Junction Blvd Corona Ny,12/23/2024
706123,BOROUGH PRESIDENT-BRONX,Internal,1,COMMUNITY ASSOCIATE,Communications & Intergovernmental Affairs,F,Entry-Level,43143,71800,Annual,"851 Grand Concourse, Bronx",3/7/2025
629503,HRA/DEPT OF SOCIAL SERVICES,External,2,PRINCIPAL ADMINISTRATIVE ASSOC,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),64137,73758,Annual,4 World Trade Center,3/8/2024
711728,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,60889,Annual,30-30 47TH AVE,4/22/2025
713193,NYC HOUSING AUTHORITY,Internal,1,ADM PROC ANAL-NM FRM M1-3,"Finance, Accounting, & Procurement",F,Manager,73419,170864,Annual,EVP-Prop Mgmt Ops,5/7/2025
681139,HRA/DEPT OF SOCIAL SERVICES,Internal,2,ELIGIBILITY SPECIALIST,Constituent Services & Community Programs,F,Experienced (non-manager),42485,48858,Annual,470 Vanderbilt Ave,9/20/2024
708337,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE CONSTRUCTION PR,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",F,Manager,155000,170000,Annual,SVP for Capital Programs,4/21/2025
713593,DEPT OF DESIGN & CONSTRUCTION,External,1,IT PROJECT SPECIALIST,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),75000,106090,Annual,30-30 Thomson Ave L I City Qns,5/6/2025
709623,HOUSING PRESERVATION & DVLPMNT,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),70022,70022,Annual,100 Gold Street,4/2/2025
703524,DEPT. OF HOMELESS SERVICES,External,8,SPECIAL OFFICER,"Public Safety, Inspections, & Enforcement",F,Entry-Level,38064,54862,Annual,"33 Beaver St, New York Ny",4/2/2025
684843,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT ENVIRONMENTAL ENGINE,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,12/31/2024
714666,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Administration & Human Resources Social Services,F,Experienced (non-manager),75410,86721,Annual,240-250-252 Livingston Street,5/22/2025
712243,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY COORDINATOR,Mental Health Social Services,F,Experienced (non-manager),88000,92000,Annual,"1 Hogan Pl./100 Centre St., N.",4/24/2025
702289,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,"71 Smith Avenue, Kingston, Ny",2/19/2025
592346,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT PUBLIC HEALTH NURSE,"Constituent Services & Community Programs Health Policy, Research & Analysis",P,Experienced (non-manager),50.3908,50.3908,Hourly,"1218 Prospect Place Bklyn, N.Y",7/10/2023
678926,BRONX DISTRICT ATTORNEY,Internal,2,COMMUNITY ASSOCIATE,"Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51500,51500,Annual,"260 E 161st St., Brx",9/9/2024
710812,OFFICE OF THE COMPTROLLER,Internal,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",F,Manager,160000,185000,Annual,"1 Centre St., N.Y.",4/10/2025
706833,DEPT OF ENVIRONMENT PROTECTION,Internal,1,AGENCY ATTORNEY INTERNE,Administration & Human Resources Legal Affairs,F,Entry-Level,70228,85269,Annual,59-17 Junction Blvd Corona Ny,3/13/2025
709487,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,4/3/2025
708518,POLICE DEPARTMENT,Internal,2,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),89613,120000,Annual,"1 Police Plaza, N.Y.",3/21/2025
712123,DEPT OF YOUTH & COMM DEV SRVS,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Finance, Accounting, & Procurement",F,Experienced (non-manager),66062,100958,Annual,"2 Lafayette St., N.Y.",5/21/2025
635919,DEPT OF ENVIRONMENT PROTECTION,External,2,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71726,71726,Annual,96-05 Horace Harding Expway,5/22/2024
699562,HRA/DEPT OF SOCIAL SERVICES,Internal,2,COMMUNITY COORDINATOR,Administration & Human Resources Social Services,F,Experienced (non-manager),60889,70022,Annual,4 World Trade Center,1/23/2025
696494,DEPT OF DESIGN & CONSTRUCTION,External,1,ADM CONSTRUCTION PRJ MGR-NM,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,127720,Annual,30-30 Thomson Ave L I City Qns,1/7/2025
596698,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENVIRONMENTAL ENGINEER,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),98470,133496,Annual,59-17 Junction Blvd Corona Ny,8/13/2023
701353,CONSUMER AND WORKER PROTECTION,External,1,CLERICAL ASSOCIATE,Legal Affairs,F,Experienced (non-manager),45040,52242,Annual,"42 Broadway, N.Y.",2/6/2025
715180,DEPT OF HEALTH/MENTAL HYGIENE,External,1,EXTERMINATOR,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),46638,46638,Annual,"158 E 115Th St., N.Y.",5/20/2025
711448,DEPARTMENT OF BUILDINGS,Internal,4,ADMIN ARCHITECT (NON MGRL) M-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,120907,Annual,NYC - All Boroughs,4/17/2025
627292,DEPT OF DESIGN & CONSTRUCTION,Internal,2,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,56181,64608,Annual,30-30 Thomson Ave L I City Qns,2/22/2024
714604,FINANCIAL INFO SVCS AGENCY,Internal,1,TELECOMMUNICATIONS ASSOCIATE (,"Technology, Data & Innovation",F,Experienced (non-manager),48838,64000,Annual,5 Manhattan West,5/14/2025
681119,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,COMMUNITY COORDINATOR,"Policy, Research & Analysis",F,Experienced (non-manager),60889,94521,Annual,"123 William Street, NY, NY",4/7/2025
627775,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Social Services,F,Entry-Level,57976,66672,Annual,4 World Trade Center,2/22/2024
712874,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),55150,55150,Annual,"80 Centre St., N.Y.",4/29/2025
680468,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Policy, Research & Analysis",F,Experienced (non-manager),92283,124080,Annual,59-17 Junction Blvd Corona Ny,9/24/2024
714601,NYC HOUSING AUTHORITY,Internal,1,CARETAKER (HA),Building Operations & Maintenance,F,Entry-Level,36006,50569,Annual,Brevoort,5/19/2025
713947,NYC HOUSING AUTHORITY,Internal,1,HOUSING MANAGER (HA),Building Operations & Maintenance,F,Entry-Level,67765,104829,Annual,Justice Sonia Sotomayor Houses,5/15/2025
583124,DEPARTMENT OF TRANSPORTATION,Internal,1,ADM PROC ANAL-NM FRM M1-3,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,85000,Annual,55 Water St Ny Ny,4/20/2023
714189,TECHNOLOGY & INNOVATION,Internal,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),75000,155000,Annual,2 Metro Tech,5/9/2025
558327,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,11/15/2022
698355,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY MEDICAL SPECIALIST (PART-,Health,P,Experienced (non-manager),79.23,79.23,Hourly,30-30 47TH AVE,1/24/2025
695236,TECHNOLOGY & INNOVATION,Internal,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",F,Executive,91090,217624,Annual,2 Metro Tech,12/24/2024
631841,DEPARTMENT OF TRANSPORTATION,External,2,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,55 Water St Ny Ny,4/19/2024
714807,FIRE DEPARTMENT,Internal,6,ASSOCIATE FIRE PROTECTION INSP,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),65160,90603,Annual,"9 Metrotech Center, Brooklyn N",5/16/2025
703434,DEPT OF DESIGN & CONSTRUCTION,Internal,1,LANDSCAPE ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90667,112755,Annual,30-30 Thomson Ave L I City Qns,3/12/2025
636079,DEPT OF DESIGN & CONSTRUCTION,Internal,2,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,56181,64608,Annual,30-30 Thomson Ave L I City Qns,5/22/2024
682684,DEPT OF ENVIRONMENT PROTECTION,External,1,PROCUREMENT ANALYST,Constituent Services & Community Programs,F,Experienced (non-manager),65574,110229,Annual,59-17 Junction Blvd Corona Ny,10/15/2024
708529,DEPT OF DESIGN & CONSTRUCTION,External,1,ENGINEERING TECHNICIAN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),63105,73878,Annual,30-30 Thomson Ave L I City Qns,3/24/2025
624844,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,159671,Annual,59-17 Junction Blvd Corona Ny,2/22/2024
694705,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),95070,109330,Annual,42-09 28th Street,12/26/2024
702420,NYC HOUSING AUTHORITY,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,70022,Annual,REES - Zone Coordination,2/24/2025
597843,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),94715,136260,Annual,55 Water St Ny Ny,8/10/2023
538833,DEPARTMENT OF TRANSPORTATION,External,1,SPACE ANALYST,"Engineering, Architecture, & Planning Building Operations & Maintenance",F,Experienced (non-manager),57078,85646,Annual,55 Water St Ny Ny,7/5/2022
637471,HRA/DEPT OF SOCIAL SERVICES,Internal,2,BOOKKEEPER,Social Services,F,Experienced (non-manager),58684,74406,Annual,4 World Trade Center,5/31/2024
685067,DEPARTMENT OF TRANSPORTATION,External,1,ASSOCIATE URBAN DESIGNER,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),76262,110444,Annual,55 Water St Ny Ny,10/18/2024
707841,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Health,F,Experienced (non-manager),95051,95051,Annual,42-09 28th Street,3/18/2025
686159,DEPT OF ENVIRONMENT PROTECTION,External,1,ELECTRICAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),76262,107227,Annual,96-05 Horace Harding Expway,12/31/2024
699949,BRONX DISTRICT ATTORNEY,Internal,1,SPECIAL ASSISTANT TO THE DISTR,Constituent Services & Community Programs,F,Manager,145000,145000,Annual,198 E161St Street Bronx N.Y.,1/29/2025
699949,BRONX DISTRICT ATTORNEY,Internal,1,SPECIAL ASSISTANT TO THE DISTR,Constituent Services & Community Programs,F,Manager,145000,145000,Annual,198 E161St Street Bronx N.Y.,1/29/2025
694745,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH EDUCATOR,Health,F,Experienced (non-manager),68058,92702,Annual,42-09 28th Street,12/31/2024
633985,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MARINE OILER,Building Operations & Maintenance,F,Entry-Level,68962,68962,Annual,"Wards Island, N.Y.",4/30/2024
579947,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ARCHITECT,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,4/8/2023
636724,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,"Finance, Accounting, & Procurement",F,Manager,103497,148895,Annual,96-05 Horace Harding Expway,6/10/2024
711361,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),66062,75971,Annual,4 World Trade Center,4/16/2025
615367,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,11/27/2023
711652,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,100000,Annual,42-09 28th Street,4/18/2025
713269,HOUSING PRESERVATION & DVLPMNT,External,1,COMMUNITY COORDINATOR,"Engineering, Architecture, & Planning",F,Experienced (non-manager),77500,77500,Annual,100 Gold Street,5/2/2025
700800,DEPARTMENT OF CITY PLANNING,Internal,1,CITY PLANNER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),82494,94868,Annual,"120 Broadway, New York, NY",3/12/2025
681018,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,9/26/2024
590922,DEPARTMENT OF TRANSPORTATION,Internal,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,55 Water St Ny Ny,7/11/2023
712891,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Social Services,F,Experienced (non-manager),66062,75971,Annual,375 Pearl Street,4/28/2025
555542,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,10/13/2022
691373,NYC HOUSING AUTHORITY,Internal,99,HOUSING ASSISTANT (HA),Administration & Human Resources,F,Entry-Level,42723,69243,Annual,Manhattan Floating Staff,12/9/2024
698896,TECHNOLOGY & INNOVATION,Internal,1,TELECOMMUNICATION MANAGER,"Technology, Data & Innovation",F,Manager,81083,153000,Annual,2 Metro Tech,1/29/2025
703695,OFFICE OF MANAGEMENT & BUDGET,Internal,1,BUDGET ANALYST (OMB)-MANAGERIA,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Executive,212209,212209,Annual,255 Greenwich Street,2/21/2025
711334,OFF OF PAYROLL ADMINISTRATION,External,1,COMPUTER ASSOC (SOFTWARE),"Technology, Data & Innovation",F,Experienced (non-manager),86196,110000,Annual,5 Manhattan West,4/16/2025
712114,BRONX DISTRICT ATTORNEY,Internal,1,DEPUTY CHIEF RACKETS INVESTIGA,"Public Safety, Inspections, & Enforcement",F,Manager,180300,180300,Annual,198 E161St Street Bronx N.Y.,5/7/2025
708916,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE HORTICULTURIST,"Constituent Services & Community Programs Green Jobs Policy, Research & Analysis",F,Experienced (non-manager),66067,195261,Annual,"329 Greenpoint Ave., Brooklyn",3/28/2025
700144,OFF OF PAYROLL ADMINISTRATION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Finance, Accounting, & Procurement",F,Experienced (non-manager),53370,67000,Annual,5 Manhattan West,1/28/2025
712092,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,84981,Annual,42-09 28th Street,4/24/2025
703162,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning",F,Student,16.88,16.88,Hourly,96-05 Horace Harding Expway,2/18/2025
710170,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),106117,122034,Annual,42-09 28th Street,4/7/2025
705057,DEPT OF DESIGN & CONSTRUCTION,External,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,108150,Annual,30-30 Thomson Ave L I City Qns,3/12/2025
639403,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,Experienced (non-manager),98470,133496,Annual,55 Water St Ny Ny,6/29/2024
687667,NYC HOUSING AUTHORITY,External,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,100000,Annual,A&CM Engineering Audit,11/20/2024
688206,OFF OF PAYROLL ADMINISTRATION,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Experienced (non-manager),51816,75903,Annual,5 Manhattan West,11/13/2024
698406,ADMIN TRIALS AND HEARINGS,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),103055,103055,Annual,NYC - All Boroughs,1/15/2025
689500,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),73068,195261,Annual,55 Water St Ny Ny,11/23/2024
686975,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),76262,110444,Annual,96-05 Horace Harding Expway,12/31/2024
702806,CONSUMER AND WORKER PROTECTION,External,1,CLERICAL ASSOCIATE,Legal Affairs,F,Experienced (non-manager),45040,52242,Annual,"42 Broadway, N.Y.",2/13/2025
686438,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,96-05 Horace Harding Expway,12/31/2024
713593,DEPT OF DESIGN & CONSTRUCTION,Internal,1,IT PROJECT SPECIALIST,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),75000,106090,Annual,30-30 Thomson Ave L I City Qns,5/6/2025
715216,CAMPAIGN FINANCE BOARD,Internal,2,ANALYST CFB AL 2&3 ONLY,"Finance, Accounting, & Procurement",F,Experienced (non-manager),80000,90000,Annual,"100 Church St., N.Y.",5/20/2025
627893,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE PUBLIC HEALTH S,"Administration & Human Resources Communications & Intergovernmental Affairs Health Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Manager,78721,209971,Annual,59-17 Junction Blvd Corona Ny,3/14/2024
715349,DEPARTMENT OF CORRECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Policy, Research & Analysis",F,Experienced (non-manager),95051,127802,Annual,75-20 Astoria Blvd,5/22/2025
702572,FIRE DEPARTMENT,External,2,SUPERVISING BLASTING INSPECTOR,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60468,92699,Annual,"9 Metrotech Center, Brooklyn N",5/15/2025
712250,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COLLEGE AIDE (ALL CITY DEPTS),Health,P,Student,17,21.4,Hourly,"125 Worth Street, Nyc",5/7/2025
556556,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,Executive,80931,208826,Annual,96-05 Horace Harding Expway,10/25/2022
626503,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE CONSTRUCTION PR,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Manager,72038,192152,Annual,96-05 Horace Harding Expway,3/18/2024
679026,DEPT OF HEALTH/MENTAL HYGIENE,External,4,PUBLIC HEALTH SANITARIAN,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,"125 Worth Street, Nyc",9/9/2024
712960,HOUSING PRESERVATION & DVLPMNT,External,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),103055,103055,Annual,100 Gold Street,4/30/2025
708437,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE FRAUD INVESTIGATOR (,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),74781,85998,Annual,375 Pearl Street,3/24/2025
683083,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY ASSOCIATE,Legal Affairs,F,Experienced (non-manager),55150,58508,Annual,"80 Centre St., N.Y.",10/4/2024
526177,DEPARTMENT OF CORRECTION,External,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Experienced (non-manager),120000,150000,Annual,75-20 Astoria Blvd,3/23/2022
556468,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ELECTRICIAN,Building Operations & Maintenance,F,Experienced (non-manager),62.88,62.88,Hourly,"Wards Island, N.Y.",10/25/2022
694508,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,PUBLIC HEALTH SANITARIAN,"Health Public Safety, Inspections, & Enforcement",F,Entry-Level,51460,59179,Annual,NYC - All Boroughs,12/19/2024
709268,DEPARTMENT OF CORRECTION,Internal,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",F,Experienced (non-manager),66067,165000,Annual,75-20 Astoria Blvd,3/28/2025
709268,DEPARTMENT OF CORRECTION,Internal,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",F,Experienced (non-manager),66067,165000,Annual,75-20 Astoria Blvd,3/28/2025
699733,DEPT OF DESIGN & CONSTRUCTION,External,4,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,1/29/2025
711106,DEPT OF ENVIRONMENT PROTECTION,External,2,ASSISTANT ENVIRONMENTAL ENGINE,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,4/25/2025
683181,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,75000,Annual,485 Throop Ave Brooklyn,10/9/2024
639673,HRA/DEPT OF SOCIAL SERVICES,Internal,2,FRAUD INVESTIGATOR,"Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),66114,66114,Annual,"320 Schermerhorn St., Brooklyn",6/28/2024
689249,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,110444,Annual,55 Water St Ny Ny,11/23/2024
554199,DEPT OF ENVIRONMENT PROTECTION,Internal,2,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),54100,83981,Annual,59-17 Junction Blvd Corona Ny,10/11/2022
552517,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,55 Water St Ny Ny,9/23/2022
712600,HOUSING PRESERVATION & DVLPMNT,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),70022,70022,Annual,100 Gold Street,4/25/2025
646461,DEPT OF DESIGN & CONSTRUCTION,Internal,1,PUBLIC RECORDS AIDE,Building Operations & Maintenance,F,Experienced (non-manager),38519,44297,Annual,30-30 Thomson Ave L I City Qns,8/19/2024
571030,BRONX DISTRICT ATTORNEY,External,7,RACKETS INVESTIGATOR,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),58110,58110,Annual,198 E161St Street Bronx N.Y.,1/24/2023
707879,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE ARCHITECT,"Engineering, Architecture, & Planning",F,Manager,100102,221435,Annual,30-30 Thomson Ave L I City Qns,3/25/2025
611315,DEPT OF ENVIRONMENT PROTECTION,External,2,PROJECT MANAGER INTERN#,"Engineering, Architecture, & Planning",F,Entry-Level,56313,64760,Annual,96-05 Horace Harding Expway,11/27/2023
707658,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,3/18/2025
711484,NYC HOUSING AUTHORITY,Internal,1,ASSISTANT HOUSING MANAGER (HA),Administration & Human Resources,F,Manager,54209,84636,Annual,Inspections Unit,5/14/2025
714199,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENVIRONMENTAL ENGINEERING INTE,"Engineering, Architecture, & Planning",F,Entry-Level,57866,66546,Annual,96-05 Horace Harding Expway,5/19/2025
712051,BRONX DISTRICT ATTORNEY,External,6,INTERPRETER (SPANISH),Communications & Intergovernmental Affairs,F,Experienced (non-manager),72000,72000,Annual,198 E161St Street Bronx N.Y.,4/22/2025
681760,DEPT OF ENVIRONMENT PROTECTION,External,1,COMMUNITY COORDINATOR,"Administration & Human Resources Policy, Research & Analysis",F,Experienced (non-manager),70022,94521,Annual,59-17 Junction Blvd Corona Ny,9/26/2024
697342,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,IT SERVICE MANAGEMENT SPECIALI,"Technology, Data & Innovation",F,Experienced (non-manager),95000,95000,Annual,42-09 28th Street,1/9/2025
714166,DEPARTMENT OF BUSINESS SERV.,Internal,1,COMMUNITY COORDINATOR,Administration & Human Resources Communications & Intergovernmental Affairs,F,Experienced (non-manager),62868,72298,Annual,1 Liberty Plaza NYC,5/13/2025
683480,DEPT OF ENVIRONMENT PROTECTION,External,4,ASSISTANT MECHANICAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,12/31/2024
704593,TAXI & LIMOUSINE COMMISSION,Internal,15,TAXI AND LIMOUSINE INSPECTOR,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51389,51389,Annual,24-55 Bklyn Qns Expy Woodside,2/26/2025
710137,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY ASSOCIATE,"Legal Affairs Policy, Research & Analysis",F,Entry-Level,50470,53544,Annual,"80 Centre St., N.Y.",4/7/2025
714267,OFFICE OF THE MAYOR,External,1,STRATEGIC INITIATIVE SPECIALIS,Communications & Intergovernmental Affairs,F,Manager,83000,83000,Annual,253 Broadway New York Ny,5/13/2025
